event_id,timestamp,repo_type,module_name,change_type,component_type,function_category,lines_changed,files_changed,dependency_depth,shared_component,historical_failure_count,historical_change_frequency,days_since_last_failure,test_coverage_level,tests_impacted,failure_occurred,failure_severity
EVT-5E1BCA58,2024-01-26T19:49:04Z,monolith,TrendAnalyzer,API_CHANGE,API,analytics,173,2,3,False,98,3,182,medium,37,0,none
EVT-8641C9E7,2024-01-26T07:22:02Z,microservices,WalletService,UI_CHANGE,UI,payment,33,1,5,True,6,2,34,high,47,0,none
EVT-89CEB3D0,2024-01-27T19:44:44Z,monolith,AnalyticsEngine,SERVICE_LOGIC_CHANGE,API,analytics,59,1,3,False,6,2,99,low,8,1,low
EVT-B2C0612B,2024-01-27T15:06:15Z,monolith,HelperFunctions,API_CHANGE,API,misc,92,2,3,True,6,3,353,low,0,0,none
EVT-AC215417,2024-01-27T10:40:06Z,microservices,HelperFunctions,SERVICE_LOGIC_CHANGE,API,misc,39,1,0,True,6,7,337,medium,23,0,none
EVT-FC8EDC21,2024-01-27T22:40:39Z,microservices,ProfileService,API_CHANGE,API,profile,155,3,6,False,6,2,308,medium,9,0,none
EVT-54BABA2E,2024-01-27T22:45:28Z,monolith,CoreModule,CONFIG_CHANGE,SERVICE,misc,65,1,3,True,101,10,314,high,77,1,medium
EVT-282576B6,2024-01-27T09:10:53Z,microservices,NotificationPrefs,UI_CHANGE,UI,profile,47,1,2,False,6,6,340,medium,117,1,medium
EVT-3CF87208,2024-01-28T00:40:19Z,microservices,LoginHandler,SERVICE_LOGIC_CHANGE,SERVICE,auth,99,1,2,True,6,3,18,low,6,0,none
EVT-9B2103DC,2024-01-28T18:15:16Z,monolith,CommonUtils,SERVICE_LOGIC_CHANGE,SERVICE,misc,306,9,10,False,6,8,129,medium,11,0,none
EVT-2B17803B,2024-01-28T10:03:07Z,monolith,TokenManager,UI_CHANGE,UI,auth,234,4,3,True,6,8,287,high,119,0,none
EVT-75E0BD36,2024-01-28T14:47:07Z,microservices,ConfigManager,UI_CHANGE,UI,admin,267,8,3,False,104,2,227,high,42,1,low
EVT-7119CD74,2024-01-28T08:47:46Z,microservices,PayoutController,API_CHANGE,API,payment,48,1,3,False,6,6,43,medium,5,0,none
EVT-D7C731F5,2024-01-28T06:47:42Z,monolith,ProfileService,API_CHANGE,API,profile,49,1,10,False,6,5,238,low,10,0,none
EVT-21246A7D,2024-01-28T15:24:19Z,microservices,InsightsProcessor,SERVICE_LOGIC_CHANGE,SERVICE,analytics,142,5,0,False,6,2,31,medium,29,0,none
EVT-1C6BE887,2024-01-29T22:35:27Z,microservices,AccountSettings,UI_CHANGE,UI,profile,36,1,7,False,6,7,276,medium,11,0,none
EVT-42E7F140,2024-01-29T16:29:09Z,microservices,EventTracker,SERVICE_LOGIC_CHANGE,SERVICE,analytics,1589,20,1,False,103,6,31,low,10,1,medium
EVT-DF9614FA,2024-01-29T05:59:02Z,microservices,SubscriptionManager,API_CHANGE,API,payment,33,1,3,False,6,10,186,high,37,0,none
EVT-29E7227F,2024-01-29T17:42:50Z,microservices,QueryOptimizer,UI_CHANGE,UI,search,88,1,1,False,6,9,17,medium,28,0,none
EVT-6B92CB0B,2024-01-29T00:16:38Z,microservices,UserAuthenticator,API_CHANGE,API,auth,54,1,5,False,6,6,279,low,14,0,none
EVT-9D7202ED,2024-01-29T10:01:33Z,monolith,IndexManager,API_CHANGE,API,search,97,4,4,True,6,8,108,medium,156,1,low
EVT-CCD27DD1,2024-01-29T11:51:38Z,monolith,SharedLibrary,API_CHANGE,API,misc,99,1,1,False,6,2,210,low,15,0,none
EVT-18315FD6,2024-01-30T19:13:34Z,microservices,TokenManager,API_CHANGE,API,auth,32,1,2,False,107,3,180,low,12,1,low
EVT-443DF047,2024-01-30T05:44:46Z,microservices,AutocompleteHandler,UI_CHANGE,UI,search,39,2,0,False,7,6,80,medium,116,0,none
EVT-A3C0E29F,2024-01-30T12:27:42Z,monolith,WalletService,SERVICE_LOGIC_CHANGE,SERVICE,payment,377,5,1,False,7,9,140,medium,89,0,none
EVT-82FB7755,2024-01-30T13:50:30Z,monolith,CoreModule,API_CHANGE,API,misc,5,1,4,False,7,9,145,low,13,0,none
EVT-C997DBDD,2024-01-30T15:06:09Z,microservices,FilterService,SERVICE_LOGIC_CHANGE,SERVICE,search,76,1,7,False,111,6,75,medium,94,0,none
EVT-D0B234FB,2024-01-30T19:17:59Z,monolith,ConfigManager,CONFIG_CHANGE,API,admin,91,1,3,False,7,7,61,medium,171,0,none
EVT-D6D360B2,2024-01-30T14:01:58Z,monolith,UserManager,API_CHANGE,API,admin,22,1,2,False,7,9,218,high,133,0,none
EVT-51F59F0E,2024-01-31T02:11:15Z,monolith,WalletService,API_CHANGE,API,payment,18,1,2,True,7,3,301,medium,24,0,none
EVT-32730329,2024-01-31T20:28:52Z,microservices,UserPreferences,UI_CHANGE,UI,profile,165,3,6,True,7,8,180,medium,9,1,low
EVT-6BF5F6D2,2024-01-31T07:40:25Z,monolith,QueryOptimizer,API_CHANGE,API,search,65,2,5,False,7,10,298,medium,34,0,none
EVT-D28C1ECA,2024-01-31T03:14:17Z,monolith,PermissionValidator,CONFIG_CHANGE,API,auth,59,1,2,False,7,4,54,medium,50,0,none
EVT-0F83697E,2024-01-31T08:23:50Z,microservices,AuditLogger,SERVICE_LOGIC_CHANGE,API,admin,86,3,3,False,7,7,237,medium,5,0,none
EVT-4DB67A89,2024-01-31T16:31:18Z,microservices,BillingService,SERVICE_LOGIC_CHANGE,API,payment,950,22,2,False,7,5,2,low,47,0,none
EVT-8EF8B9BD,2024-01-31T07:02:58Z,monolith,UtilityService,API_CHANGE,API,misc,1071,22,6,True,7,6,319,low,6,0,none
EVT-CAFF5D69,2024-02-01T07:46:48Z,monolith,ConfigManager,SERVICE_LOGIC_CHANGE,SERVICE,admin,41,2,6,False,7,10,345,low,87,0,none
EVT-C6EFA90F,2024-02-01T20:03:41Z,monolith,PermissionValidator,CONFIG_CHANGE,SERVICE,auth,57,1,6,True,112,5,296,high,48,0,none
EVT-6FFB2955,2024-02-01T22:44:40Z,monolith,LoginHandler,UI_CHANGE,UI,auth,2037,27,3,True,114,6,193,medium,95,0,none
EVT-44256618,2024-02-01T03:08:18Z,monolith,NotificationPrefs,SERVICE_LOGIC_CHANGE,SERVICE,profile,151,8,6,True,7,2,344,medium,39,0,none
EVT-8CE34171,2024-02-01T00:07:35Z,microservices,GenericHandler,SERVICE_LOGIC_CHANGE,API,misc,24,1,2,False,7,3,360,medium,26,0,none
EVT-0456A759,2024-02-01T13:45:57Z,monolith,SearchEngine,API_CHANGE,API,search,51,1,3,True,7,4,245,medium,24,1,medium
EVT-35C43CD1,2024-02-01T09:19:32Z,monolith,CacheManager,SERVICE_LOGIC_CHANGE,API,search,476,6,1,False,117,5,269,high,50,0,none
EVT-0E7B1308,2024-02-02T00:08:39Z,monolith,BaseController,SERVICE_LOGIC_CHANGE,SERVICE,misc,87,1,9,False,7,2,270,medium,93,0,none
EVT-E9F8AC73,2024-02-02T21:11:50Z,monolith,DashboardService,API_CHANGE,API,analytics,62,1,3,False,7,6,227,low,50,0,none
EVT-97F34431,2024-02-02T20:21:19Z,monolith,RankingAlgorithm,UI_CHANGE,UI,search,78,3,9,False,7,6,256,medium,22,0,none
EVT-36BC7AA7,2024-02-02T14:31:36Z,microservices,AuthService,SERVICE_LOGIC_CHANGE,API,auth,24,1,1,False,7,6,285,medium,176,0,none
EVT-79338FDC,2024-02-02T01:43:03Z,microservices,CommonUtils,UI_CHANGE,UI,misc,161,2,2,True,7,6,240,low,10,0,none
EVT-DB2D6F2E,2024-02-02T02:08:42Z,monolith,InsightsProcessor,SERVICE_LOGIC_CHANGE,SERVICE,analytics,12,1,6,False,7,7,56,low,39,1,medium
EVT-E9176780,2024-02-02T00:18:55Z,microservices,CacheManager,UI_CHANGE,UI,search,56,1,0,False,117,8,40,medium,74,0,none
EVT-340C2576,2024-02-03T02:54:42Z,microservices,IndexManager,SERVICE_LOGIC_CHANGE,API,search,416,15,7,False,118,7,249,medium,75,0,none
EVT-C724E118,2024-02-03T22:51:32Z,monolith,SubscriptionManager,SERVICE_LOGIC_CHANGE,SERVICE,payment,77,1,5,True,7,8,185,high,30,1,medium
EVT-77E10DC0,2024-02-03T09:23:58Z,microservices,PaymentGateway,SERVICE_LOGIC_CHANGE,SERVICE,payment,34,1,2,True,7,6,195,high,160,0,none
EVT-0747BC1C,2024-02-03T11:54:16Z,microservices,DataExporter,API_CHANGE,API,profile,14,1,0,False,7,2,238,high,41,0,none
EVT-FC47BE33,2024-02-03T07:13:37Z,monolith,SearchEngine,SERVICE_LOGIC_CHANGE,API,search,91,2,6,True,7,8,259,high,103,0,none
EVT-7C873DDE,2024-02-03T12:52:19Z,monolith,RoleController,API_CHANGE,API,admin,7,1,2,False,7,5,345,high,304,0,none
EVT-CBC42495,2024-02-04T22:59:02Z,microservices,SupportService,CONFIG_CHANGE,SERVICE,misc,32,1,3,True,7,5,188,high,68,0,none
EVT-E73F6C76,2024-02-04T17:17:14Z,microservices,CoreModule,SERVICE_LOGIC_CHANGE,API,misc,94,2,2,True,7,9,159,high,50,0,none
EVT-435FEE0F,2024-02-04T21:56:29Z,microservices,PermissionValidator,SERVICE_LOGIC_CHANGE,SERVICE,auth,59,1,4,True,7,3,208,medium,47,0,none
EVT-04F4F4C5,2024-02-04T05:47:53Z,monolith,BaseController,API_CHANGE,API,misc,86,1,6,False,7,3,206,medium,39,0,none
EVT-4E0E4C19,2024-02-04T21:02:00Z,monolith,RefundHandler,SERVICE_LOGIC_CHANGE,SERVICE,payment,15,1,6,True,7,6,90,high,60,0,none
EVT-9DEEFDD8,2024-02-04T18:43:53Z,monolith,SubscriptionManager,SERVICE_LOGIC_CHANGE,API,payment,44,1,1,True,123,7,321,medium,52,0,none
EVT-E99A56B9,2024-02-04T17:33:57Z,monolith,PayoutController,SERVICE_LOGIC_CHANGE,SERVICE,payment,23,1,5,True,7,2,247,medium,6,1,low
EVT-1DE4F033,2024-02-05T00:15:47Z,microservices,IndexManager,SERVICE_LOGIC_CHANGE,SERVICE,search,53,1,2,False,7,4,291,medium,46,0,none
EVT-F4DF1AD2,2024-02-05T09:55:03Z,microservices,BaseController,SERVICE_LOGIC_CHANGE,SERVICE,misc,16,1,1,False,7,3,39,high,135,0,none
EVT-3F2A813E,2024-02-05T05:39:58Z,monolith,TokenManager,UI_CHANGE,UI,auth,1395,24,9,False,124,9,350,high,77,0,none
EVT-C59CB8D4,2024-02-05T17:47:20Z,monolith,FeatureFlagService,API_CHANGE,API,admin,805,30,1,True,7,6,357,medium,151,0,none
EVT-8C590B82,2024-02-05T03:36:23Z,microservices,GenericHandler,SERVICE_LOGIC_CHANGE,API,misc,131,4,2,False,7,2,151,high,69,0,none
EVT-822D06AE,2024-02-05T05:13:47Z,microservices,HelperFunctions,SERVICE_LOGIC_CHANGE,SERVICE,misc,54,1,0,False,7,6,359,high,143,0,none
EVT-5B4D176A,2024-02-05T23:31:39Z,monolith,BillingService,UI_CHANGE,UI,payment,354,4,6,False,7,5,292,high,28,0,none
EVT-43BA6AB4,2024-02-06T07:34:46Z,monolith,CommonUtils,SERVICE_LOGIC_CHANGE,API,misc,77,1,2,True,7,2,207,low,14,1,low
EVT-BAC7CF5E,2024-02-06T01:24:55Z,monolith,BaseController,UI_CHANGE,UI,misc,203,5,6,True,7,5,351,low,7,0,none
EVT-15584F64,2024-02-06T01:13:27Z,microservices,SearchEngine,CONFIG_CHANGE,SERVICE,search,99,4,2,True,7,3,329,low,15,1,medium
EVT-34415DD8,2024-02-06T19:26:31Z,microservices,ProfileValidator,API_CHANGE,API,profile,97,2,1,False,7,5,142,medium,30,0,none
EVT-9A2B9D8A,2024-02-06T08:46:54Z,microservices,AutocompleteHandler,UI_CHANGE,UI,search,19,1,2,False,7,7,330,high,115,0,none
EVT-C12FEB25,2024-02-06T02:37:06Z,monolith,TokenManager,SERVICE_LOGIC_CHANGE,SERVICE,auth,60,2,2,True,129,9,363,high,114,0,none
EVT-832718B0,2024-02-06T21:25:07Z,microservices,CommonUtils,UI_CHANGE,UI,misc,57,1,1,True,130,6,164,low,15,0,none
EVT-EFEC5765,2024-02-07T15:59:51Z,monolith,EventTracker,UI_CHANGE,UI,analytics,30,1,8,True,7,4,142,medium,11,0,none
EVT-496B593D,2024-02-07T16:49:41Z,microservices,TokenManager,API_CHANGE,API,auth,1335,51,4,True,7,2,13,high,180,1,low
EVT-21B32E80,2024-02-07T18:59:28Z,monolith,WalletService,UI_CHANGE,UI,payment,45,1,1,True,7,4,169,medium,71,0,none
EVT-2ACD5FBF,2024-02-07T06:25:08Z,microservices,AutocompleteHandler,SERVICE_LOGIC_CHANGE,SERVICE,search,24,1,4,False,7,2,365,low,4,0,none
EVT-7BFBBACB,2024-02-07T09:03:43Z,monolith,PaymentGateway,SERVICE_LOGIC_CHANGE,SERVICE,payment,1438,23,2,True,7,6,219,high,46,1,low
EVT-49B9839C,2024-02-07T11:31:27Z,monolith,FilterService,SERVICE_LOGIC_CHANGE,SERVICE,search,60,1,4,False,7,10,101,low,8,0,none
EVT-2DDED67C,2024-02-07T08:52:03Z,microservices,SessionController,SERVICE_LOGIC_CHANGE,API,auth,6,1,1,False,7,10,179,medium,224,0,none
EVT-AA893F1D,2024-02-08T19:54:55Z,monolith,BillingService,SERVICE_LOGIC_CHANGE,SERVICE,payment,297,5,1,True,133,3,262,high,23,0,none
EVT-7E76316B,2024-02-08T00:29:25Z,monolith,SupportService,API_CHANGE,API,misc,7,1,1,True,133,10,362,medium,20,0,none
EVT-267D9762,2024-02-08T15:31:13Z,monolith,CoreModule,UI_CHANGE,UI,misc,73,1,2,False,7,6,318,medium,6,1,low
EVT-FAB13F72,2024-02-08T19:04:24Z,microservices,CommonUtils,SERVICE_LOGIC_CHANGE,SERVICE,misc,57,1,0,False,134,3,162,low,2,0,none
EVT-4E0E336C,2024-02-08T23:11:33Z,monolith,RefundHandler,API_CHANGE,API,payment,82,1,2,True,7,2,170,low,5,0,none
EVT-2A148874,2024-02-08T06:53:06Z,monolith,RefundHandler,SERVICE_LOGIC_CHANGE,API,payment,45,1,3,True,135,8,74,high,251,0,none
EVT-1140D977,2024-02-08T16:13:27Z,monolith,PrivacyController,UI_CHANGE,UI,profile,745,13,10,False,7,4,306,low,10,0,none
EVT-900C65D1,2024-02-09T00:14:01Z,monolith,AvatarHandler,API_CHANGE,API,profile,48,1,3,True,7,9,343,medium,25,0,none
EVT-89B525C2,2024-02-09T12:19:31Z,microservices,CacheManager,API_CHANGE,API,search,75,1,5,False,7,5,350,medium,91,0,none
EVT-5F5D556D,2024-02-09T09:08:38Z,monolith,RefundHandler,SERVICE_LOGIC_CHANGE,API,payment,73,1,7,True,135,2,236,low,6,0,none
EVT-FA505C7E,2024-02-09T18:01:15Z,monolith,LoginHandler,SERVICE_LOGIC_CHANGE,API,auth,33,1,7,True,7,8,339,high,20,1,low
EVT-4A480C66,2024-02-09T22:51:07Z,microservices,PermissionValidator,SERVICE_LOGIC_CHANGE,API,auth,279,8,3,True,7,7,98,low,84,0,none
EVT-F7B79B33,2024-02-09T11:30:43Z,monolith,ConfigManager,SERVICE_LOGIC_CHANGE,API,admin,198,2,4,False,7,3,158,medium,41,0,none
EVT-630BC244,2024-02-10T16:50:11Z,microservices,WalletService,SERVICE_LOGIC_CHANGE,API,payment,80,2,1,False,136,4,222,low,12,0,none
EVT-36A7287B,2024-02-10T01:46:56Z,monolith,DataAggregator,API_CHANGE,API,analytics,19,1,1,False,7,7,251,high,47,0,none
EVT-F780D96D,2024-02-10T02:19:43Z,microservices,SharedLibrary,UI_CHANGE,UI,misc,458,9,2,False,7,5,228,medium,5,1,low
EVT-33593533,2024-02-10T13:59:17Z,monolith,AccountSettings,UI_CHANGE,UI,profile,13,1,9,False,7,8,258,high,32,0,none
EVT-F72DD4B6,2024-02-10T20:45:33Z,monolith,SessionController,SERVICE_LOGIC_CHANGE,API,auth,40,2,3,False,7,4,94,medium,7,0,none
EVT-5B8FAF1B,2024-02-10T22:00:45Z,monolith,EventTracker,SERVICE_LOGIC_CHANGE,API,analytics,5,1,4,False,7,6,27,high,51,1,low
EVT-4A24871E,2024-02-10T21:20:23Z,monolith,AuthService,SERVICE_LOGIC_CHANGE,SERVICE,auth,608,16,7,True,7,7,328,medium,92,0,none
EVT-35D09FEB,2024-02-11T12:03:58Z,microservices,HelperFunctions,UI_CHANGE,UI,misc,67,1,1,False,7,3,311,medium,112,0,none
EVT-EC670030,2024-02-11T02:32:14Z,monolith,OAuthProvider,SERVICE_LOGIC_CHANGE,API,auth,86,4,2,True,7,10,219,high,37,1,medium
EVT-5DB597CE,2024-02-11T03:35:53Z,microservices,FacetProcessor,UI_CHANGE,UI,search,36,1,4,False,7,8,12,low,6,0,none
EVT-B45A87D2,2024-02-11T08:57:54Z,monolith,NotificationPrefs,API_CHANGE,API,profile,192,3,7,True,7,2,282,medium,60,0,none
EVT-6DF4EB35,2024-02-11T23:51:40Z,monolith,LoginHandler,SERVICE_LOGIC_CHANGE,API,auth,89,1,4,False,7,3,336,low,9,1,low
EVT-6D480520,2024-02-11T18:46:05Z,microservices,BaseController,SERVICE_LOGIC_CHANGE,API,misc,36,1,1,True,7,9,238,medium,11,0,none
EVT-EC282FAA,2024-02-11T16:40:25Z,monolith,BillingService,API_CHANGE,API,payment,85,1,6,False,142,8,323,medium,113,0,none
EVT-B8DCF3C5,2024-02-12T09:48:04Z,monolith,DataExporter,UI_CHANGE,UI,profile,420,12,5,False,145,6,192,high,25,1,low
EVT-0B156757,2024-02-12T04:11:41Z,monolith,CacheManager,SERVICE_LOGIC_CHANGE,SERVICE,search,71,2,8,False,7,5,285,low,1,1,low
EVT-0F013537,2024-02-12T10:04:34Z,monolith,CacheManager,UI_CHANGE,UI,search,434,5,8,True,7,5,116,low,35,0,none
EVT-693B6C3C,2024-02-12T07:48:08Z,microservices,DashboardService,API_CHANGE,API,analytics,53,1,3,True,7,9,243,medium,88,1,medium
EVT-56EBF9B1,2024-02-12T05:58:02Z,monolith,QueryOptimizer,UI_CHANGE,UI,search,157,3,9,False,7,10,134,low,7,1,low
EVT-08177E14,2024-02-12T17:39:15Z,monolith,CoreModule,UI_CHANGE,UI,misc,17,1,2,False,7,2,78,medium,65,0,none
EVT-55240095,2024-02-12T14:59:08Z,monolith,HelperFunctions,API_CHANGE,API,misc,22,1,4,False,7,10,211,medium,74,0,none
EVT-D6564C56,2024-02-13T03:30:13Z,monolith,OAuthProvider,UI_CHANGE,UI,auth,85,1,2,True,7,4,84,medium,66,0,none
EVT-90F8A006,2024-02-13T19:29:08Z,monolith,NotificationPrefs,SERVICE_LOGIC_CHANGE,API,profile,31,1,9,False,7,4,323,high,27,0,none
EVT-402B1BE0,2024-02-13T01:49:16Z,monolith,AdminConsole,SERVICE_LOGIC_CHANGE,SERVICE,admin,56,1,6,False,7,4,275,low,12,0,none
EVT-593003FB,2024-02-13T23:43:47Z,monolith,PaymentGateway,API_CHANGE,API,payment,30,1,1,True,7,8,357,medium,23,1,medium
EVT-93124F5C,2024-02-13T05:42:06Z,microservices,AuditLogger,SERVICE_LOGIC_CHANGE,SERVICE,admin,42,1,4,False,7,2,347,low,9,1,medium
EVT-E68F0C37,2024-02-13T21:05:38Z,microservices,MetricsCollector,API_CHANGE,API,analytics,309,9,4,False,8,10,352,high,26,0,none
EVT-A0FB62D0,2024-02-13T06:13:12Z,microservices,SessionController,UI_CHANGE,UI,auth,32,1,1,False,150,9,188,high,50,0,none
EVT-AF006B41,2024-02-14T02:54:02Z,microservices,AuthService,UI_CHANGE,UI,auth,14,1,2,True,8,5,245,high,43,0,none
EVT-9A3551B7,2024-02-14T15:08:16Z,monolith,NotificationPrefs,API_CHANGE,API,profile,59,3,2,True,8,10,268,low,6,0,none
EVT-43764AF4,2024-02-14T05:38:30Z,microservices,AuthService,API_CHANGE,API,auth,764,24,0,False,8,5,247,high,54,0,none
EVT-FF653213,2024-02-14T06:08:27Z,microservices,OAuthProvider,UI_CHANGE,UI,auth,78,1,2,True,8,7,112,low,2,0,none
EVT-CEC9B75C,2024-02-14T01:16:58Z,monolith,CoreModule,UI_CHANGE,UI,misc,44,1,3,False,153,3,279,medium,5,0,none
EVT-BEFC22BA,2024-02-14T03:05:51Z,monolith,CredentialStore,UI_CHANGE,UI,auth,421,21,8,True,8,4,308,medium,131,1,low
EVT-5FEA947D,2024-02-14T13:59:15Z,monolith,AccountSettings,API_CHANGE,API,profile,76,1,2,True,8,9,141,low,2,0,none
EVT-78C92CA9,2024-02-15T04:22:06Z,microservices,RefundHandler,API_CHANGE,API,payment,24,1,0,False,8,5,266,high,173,0,none
EVT-33D47217,2024-02-15T20:53:24Z,microservices,TransactionProcessor,SERVICE_LOGIC_CHANGE,SERVICE,payment,67,1,0,True,8,2,233,medium,34,1,medium
EVT-59AB6A95,2024-02-15T08:39:53Z,monolith,WalletService,SERVICE_LOGIC_CHANGE,API,payment,20,1,2,False,8,10,246,high,249,0,none
EVT-CAC87524,2024-02-15T20:56:39Z,microservices,CommonUtils,API_CHANGE,API,misc,26,1,4,False,154,4,195,medium,22,0,none
EVT-85FF1500,2024-02-15T16:18:45Z,microservices,DashboardService,UI_CHANGE,UI,analytics,71,3,1,False,8,6,269,medium,74,0,none
EVT-99F6D29B,2024-02-15T02:46:32Z,microservices,UserPreferences,SERVICE_LOGIC_CHANGE,SERVICE,profile,87,1,2,False,8,4,252,medium,18,0,none
EVT-FB320EFB,2024-02-15T04:16:54Z,microservices,AccountSettings,API_CHANGE,API,profile,55,1,0,True,8,9,188,medium,16,0,none
EVT-A155A372,2024-02-16T17:00:45Z,monolith,TokenManager,UI_CHANGE,UI,auth,250,4,3,True,8,9,25,medium,31,0,none
EVT-BBA10DBB,2024-02-16T23:30:57Z,microservices,TransactionProcessor,SERVICE_LOGIC_CHANGE,SERVICE,payment,374,7,0,True,8,5,82,low,24,0,none
EVT-11E97144,2024-02-16T14:57:49Z,microservices,PaymentGateway,SERVICE_LOGIC_CHANGE,API,payment,96,1,1,True,8,3,21,low,4,0,none
EVT-13EA1DCA,2024-02-16T19:39:59Z,microservices,FeatureFlagService,SERVICE_LOGIC_CHANGE,SERVICE,admin,100,4,3,False,8,3,245,low,32,0,none
EVT-49DEFA21,2024-02-16T08:45:13Z,monolith,LoginHandler,UI_CHANGE,UI,auth,51,1,9,True,8,5,344,medium,40,0,none
EVT-44945CDB,2024-02-16T10:20:53Z,microservices,PermissionValidator,UI_CHANGE,UI,auth,353,9,2,True,8,10,202,high,54,0,none
EVT-8C1F6D5A,2024-02-17T01:41:05Z,microservices,SystemMonitor,SERVICE_LOGIC_CHANGE,API,admin,17,1,4,False,8,10,282,high,188,1,low
EVT-84E05E05,2024-02-17T11:00:59Z,monolith,SystemMonitor,UI_CHANGE,UI,admin,97,2,5,False,8,2,115,high,80,0,none
EVT-34C67C2B,2024-02-17T03:26:44Z,microservices,CoreModule,SERVICE_LOGIC_CHANGE,SERVICE,misc,36,1,0,False,8,7,222,medium,28,0,none
EVT-F24AB5E3,2024-02-17T16:44:45Z,microservices,GenericHandler,API_CHANGE,API,misc,69,1,2,True,8,2,285,high,274,0,none
EVT-12C575C2,2024-02-17T10:15:45Z,monolith,AnalyticsEngine,UI_CHANGE,UI,analytics,72,1,7,False,8,9,204,medium,13,0,none
EVT-A4A20484,2024-02-17T05:06:51Z,monolith,RefundHandler,UI_CHANGE,UI,payment,1102,45,5,False,159,3,36,medium,25,0,none
EVT-0AF322F9,2024-02-17T09:28:25Z,monolith,AuditLogger,SERVICE_LOGIC_CHANGE,API,admin,40,1,5,True,8,3,126,medium,8,1,medium
EVT-009ED3E2,2024-02-18T22:20:53Z,microservices,WalletService,SERVICE_LOGIC_CHANGE,SERVICE,payment,23,1,6,True,8,4,130,low,8,0,none
EVT-1AD5FC2F,2024-02-18T19:19:33Z,monolith,AuthService,SERVICE_LOGIC_CHANGE,API,auth,57,1,2,True,8,5,195,medium,15,0,none
EVT-E43E39B1,2024-02-18T00:41:54Z,microservices,AnalyticsEngine,CONFIG_CHANGE,SERVICE,analytics,6,1,2,False,8,5,286,high,20,0,none
EVT-5935BE5D,2024-02-18T17:27:58Z,microservices,CommonUtils,API_CHANGE,API,misc,96,4,5,False,8,3,23,medium,29,1,medium
EVT-5A6AFF33,2024-02-18T07:00:26Z,microservices,FilterService,SERVICE_LOGIC_CHANGE,SERVICE,search,324,6,2,False,8,6,189,medium,54,0,none
EVT-AC7979DD,2024-02-18T06:43:58Z,monolith,AvatarHandler,CONFIG_CHANGE,API,profile,44,1,3,False,8,11,175,medium,34,0,none
EVT-9A3E4F21,2024-02-18T18:36:02Z,microservices,SupportService,SERVICE_LOGIC_CHANGE,SERVICE,misc,418,7,1,False,8,4,358,low,40,0,none
EVT-634C56EF,2024-02-19T00:34:52Z,microservices,UserPreferences,API_CHANGE,API,profile,23,1,2,False,163,11,107,low,1,0,none
EVT-01B0D41F,2024-02-19T00:45:46Z,monolith,SearchEngine,SERVICE_LOGIC_CHANGE,SERVICE,search,331,8,3,False,164,6,335,high,71,0,none
EVT-AB3A8761,2024-02-19T16:06:23Z,monolith,AdminConsole,API_CHANGE,API,admin,15,1,8,False,8,6,248,low,95,1,low
EVT-BBF14D58,2024-02-19T06:55:50Z,monolith,GenericHandler,API_CHANGE,API,misc,141,7,6,False,8,11,195,medium,108,0,none
EVT-8FAAAD75,2024-02-19T08:51:25Z,microservices,BillingService,SERVICE_LOGIC_CHANGE,SERVICE,payment,61,1,0,True,8,3,192,low,62,1,medium
EVT-1F55DCD4,2024-02-19T09:58:21Z,monolith,HelperFunctions,CONFIG_CHANGE,API,misc,26,1,8,True,8,11,184,medium,40,0,none
EVT-32D00365,2024-02-19T05:08:44Z,monolith,DashboardService,CONFIG_CHANGE,API,analytics,58,3,5,False,8,6,227,low,47,0,none
EVT-4D656067,2024-02-20T17:35:26Z,monolith,QueryOptimizer,UI_CHANGE,UI,search,56,1,5,False,8,9,186,medium,84,0,none
EVT-7F0506AE,2024-02-20T16:51:38Z,monolith,ProfileService,CONFIG_CHANGE,API,profile,287,7,2,False,8,5,228,medium,10,1,medium
EVT-C98392D1,2024-02-20T08:51:56Z,microservices,DashboardService,API_CHANGE,API,analytics,87,3,2,False,8,3,266,medium,32,0,none
EVT-F82C0D5D,2024-02-20T18:34:12Z,microservices,IndexManager,API_CHANGE,API,search,29,1,5,True,172,3,229,medium,17,0,none
EVT-F4540C96,2024-02-20T05:20:59Z,monolith,ReportGenerator,SERVICE_LOGIC_CHANGE,API,analytics,71,3,6,False,8,3,299,low,7,0,none
EVT-A3244A6A,2024-02-20T01:09:05Z,monolith,MetricsCollector,UI_CHANGE,UI,analytics,84,1,3,True,8,4,144,high,74,0,none
EVT-97F850FD,2024-02-20T11:32:52Z,microservices,DashboardService,UI_CHANGE,UI,analytics,58,1,2,False,8,11,139,medium,91,0,none
EVT-E5C94453,2024-02-21T22:15:24Z,monolith,UserPreferences,SERVICE_LOGIC_CHANGE,SERVICE,profile,16,1,5,True,171,11,229,medium,50,0,none
EVT-EE8D0092,2024-02-21T15:08:30Z,monolith,FeatureFlagService,CONFIG_CHANGE,SERVICE,admin,11,1,2,False,8,10,115,low,2,0,none
EVT-23BBAF3A,2024-02-21T16:56:17Z,microservices,WalletService,SERVICE_LOGIC_CHANGE,API,payment,17,1,0,True,8,7,10,high,23,0,none
EVT-820C489C,2024-02-21T20:16:17Z,microservices,TransactionProcessor,CONFIG_CHANGE,SERVICE,payment,98,1,2,True,8,9,99,low,9,1,high
